Packet Number,Time
1, 0
2, 0.07397753491341036
3, 0.3659085192283536
4, 0.7637782608012098
5, 1.2187607322658671
6, 1.2914677853471688
7, 1.3921026734543798
8, 1.44811366408782
9, 1.5175774740752561
10, 1.5377305462470576
11, 2.0887785767392257
12, 2.7951690751901896
13, 2.8347031260884945
14, 3.248959679295681
15, 3.3080435128204866
16, 3.3753538437069595
17, 3.40656367230431
18, 3.4692458649319655
19, 4.198872995960265
20, 4.495136384247893
21, 4.528761486280497
22, 4.701440301444527
23, 4.7041589214052
24, 4.743543978416731
25, 4.942962768012828
26, 4.950849822783718
27, 5.059970498340045
28, 5.150814427713945
29, 5.4214203354385395
30, 5.477170231149811
31, 5.521601534581336
32, 5.968112838725784
33, 6.544271974270075
34, 6.582863095325905
35, 6.877356657547104
36, 6.906433033945965
37, 6.925458730639244
38, 6.927327905291367
39, 6.946924137807331
40, 7.022538876135917
41, 7.057669224160707
42, 7.45122606994005
43, 8.016390390088487
44, 8.091333519443017
45, 8.645698977808278
46, 8.645842656418049
47, 8.68681945499308
48, 8.98574824366418
49, 9.025090722296648
50, 9.2535897257889
51, 9.50719418439948
52, 10.028216947174464
53, 10.071951625075556
54, 10.146768662508837
55, 10.800196665485908
56, 11.088471569636022
57, 11.130255465059452
58, 11.631405634684677
59, 11.695586196284982
60, 11.696627575606701
61, 11.747048422221493
62, 11.789230314571938
63, 11.840494972478023
64, 11.843797086505099
65, 12.13683329391578
66, 12.33426872520516
67, 12.33850757158608
68, 12.338800417479382
69, 12.373947981604838
70, 12.415895346195141
71, 12.659423539544333
72, 12.7344938225482
73, 13.022101863320382
74, 13.065715492442846
75, 13.10766414374282
76, 13.14558837359129
77, 13.19627668792252
78, 13.231788622193905
79, 13.250864916028956
80, 13.401927106624637
81, 13.572046969967923
82, 14.017841664530218
83, 14.07086753819656
84, 14.072366145069239
85, 14.43822022932509
86, 15.13510373808152
87, 15.192591801325507
88, 15.517766234722487
89, 16.092045622116082
90, 16.100170347234165
91, 16.10547189837336
92, 16.672332520280545
93, 16.680926259797747
94, 17.013522328965657
95, 17.065150160306892
96, 17.194602736467637
97, 17.630907705268832
98, 17.655284742624836
99, 17.677252119104306
100, 17.696428542918408
101, 18.411484075651444
102, 18.799788983265568
103, 18.85266668247811
104, 19.131306225424623
105, 19.22617695301042
106, 19.94195859210665
107, 19.98650065511829
108, 19.991007540622643
109, 20.31555071907582
110, 20.33695013947239
111, 20.39647249677404
112, 20.892922095086515
113, 21.17142168461921
114, 21.223162757051536
115, 21.237455564791446
116, 21.820811435732242
117, 21.836167437039485
118, 22.509280405937492
119, 22.513603170223437
120, 23.15300222124818
121, 23.52160236108307
122, 24.22423872817902
123, 24.295947759160338
124, 24.77881070942492
125, 24.809022534622226
126, 24.816841886669625
127, 24.891132989072023
128, 25.507454418061187
129, 25.567516747513174
130, 25.578012881718657
131, 25.6173488320377
132, 25.6604028564187
133, 25.68665272422105
134, 25.738105460099856
135, 25.991555523381717
136, 26.119679476187002
137, 26.130660578821367
138, 26.272336681330103
139, 26.950152452270355
140, 26.956890868889293
141, 27.21110615911454
142, 27.28211815201539
143, 27.55718660367891
144, 28.186260523929747
145, 28.20082696281401
146, 28.25039270121976
147, 28.68529989904718
148, 28.719908342761375
149, 29.38139152344463
150, 29.427017225291706
151, 29.784463525659184
152, 30.480612504004334
153, 30.84353476109733
154, 30.874389399849168
155, 30.89348509378093
156, 31.233877022524055
157, 31.78911848773488
158, 31.846457432614365
159, 32.0185140373009
160, 32.46326084444002
161, 32.69722396520374
162, 32.754982811749514
163, 32.82515347166641
164, 33.10801346374306
165, 33.56872694054547
166, 33.64198919108011
167, 33.83940670821408
168, 34.505883457258825
169, 34.53675475450627
170, 34.543597753298926
171, 34.61532248411516
172, 34.651836118506544
173, 34.77968463776151
174, 34.828260442912054
175, 35.38595931901286
176, 35.523071803910156
177, 35.58940037612035
178, 35.63110549333512
179, 36.260586724873285
180, 36.66345827366203
181, 37.3244191888028
182, 37.387306959527955
183, 38.00914684008754
184, 38.61362934882478
185, 38.61630134080766
186, 38.62808468760684
187, 38.93822594981896
188, 38.98023672475804
189, 39.359224440456046
